Recording & QM Database Server,Contact Database,TCP,445,All
Recording & QM Database Server,Contact Database,UDP,137,All
Recording & QM Database Server,Contact Database,UDP,138,All
Text Analytics Consolidated Server,Text Analytics Datastore Role,TCP,80,All
Text Analytics Consolidated Server,Text Analytics Datastore Role,TCP,443,All
Text Analytics Datastore Server,Text Analytics Datastore Role,TCP,80,All
Text Analytics Datastore Server,Text Analytics Datastore Role,TCP,443,All
Text Analytics Datastore Server,Text Analytics Datastore Role,TCP,8983,All
Text Analytics Datastore Server,Text Analytics Datastore Role,TCP,24007,All
Text Analytics Datastore Server,Text Analytics Datastore Role,TCP,24008,All
Text Analytics Datastore Server,Text Analytics Datastore Role,TCP,49152,All
Text Analytics Datastore Server,Text Analytics Datastore Role,TCP,49153,All
Text Analytics Consolidated Server,Text Analytics Datastore Role,TCP,8983,All
Text Analytics Consolidated Server,Text Analytics Datastore Role,TCP,24007,All
Text Analytics Consolidated Server,Text Analytics Datastore Role,TCP,24008,All
Text Analytics Consolidated Server,Text Analytics Datastore Role,TCP,49152,All
Text Analytics Consolidated Server,Text Analytics Datastore Role,TCP,49153,All
